No;User_id;User_Name;Item_id;Item_name;Rating;PostDate;Bintang_Hotel
253;3808;Megawati Megawati;2;Grand Ambarrukmo Yogyakarta;3.6;06/01/2022;4
254;1288;CS;2;Grand Ambarrukmo Yogyakarta;5.0;04/01/2022;4
255;6302;WP;2;Grand Ambarrukmo Yogyakarta;5.0;02/01/2022;4
256;3402;Kristoporus Jason Emanuel;2;Grand Ambarrukmo Yogyakarta;4.6;01/01/2022;4
257;4798;Ranee Adjah;2;Grand Ambarrukmo Yogyakarta;4.0;31/12/2021;4
258;6445;yosua leonardo tedja buana;2;Grand Ambarrukmo Yogyakarta;4.0;26/12/2021;4
259;4498;Okky Djoko Prabowo;2;Grand Ambarrukmo Yogyakarta;5.0;25/12/2021;4
260;2831;HW;2;Grand Ambarrukmo Yogyakarta;5.0;24/12/2021;4
261;5628;SS;2;Grand Ambarrukmo Yogyakarta;4.0;23/12/2021;4
262;2706;Hendri Hendri;2;Grand Ambarrukmo Yogyakarta;5.0;21/12/2021;4
263;2822;HP;2;Grand Ambarrukmo Yogyakarta;5.0;19/12/2021;4
264;2073;Erty Sundarita;2;Grand Ambarrukmo Yogyakarta;4.4;15/12/2021;4
265;2830;HV;2;Grand Ambarrukmo Yogyakarta;5.0;12/12/2021;4
266;2423;FT;2;Grand Ambarrukmo Yogyakarta;4.0;10/12/2021;4
267;5550;Siti Nur Aisyah;2;Grand Ambarrukmo Yogyakarta;4.6;09/12/2021;4
268;5695;sukron se;2;Grand Ambarrukmo Yogyakarta;5.0;02/12/2021;4
269;2385;FM;2;Grand Ambarrukmo Yogyakarta;4.0;01/12/2021;4
270;3853;MEYMI PUTRI ALFIANI;2;Grand Ambarrukmo Yogyakarta;5.0;29/11/2021;4
271;4395;Nur Alam Sukarno;2;Grand Ambarrukmo Yogyakarta;4.0;28/11/2021;4
272;4950;RI;2;Grand Ambarrukmo Yogyakarta;4.0;28/11/2021;4
273;2899;IK;2;Grand Ambarrukmo Yogyakarta;5.0;27/11/2021;4
274;413;AM;2;Grand Ambarrukmo Yogyakarta;5.0;25/11/2021;4
275;4307;NN;2;Grand Ambarrukmo Yogyakarta;4.0;22/11/2021;4
